,date,time,VI,VItext,wnd,mxgHt
2013-12-29 16:00:00,29-DECEMBER-2013,16:00,11.0,POOR,2.0,940.0
2013-12-30 07:00:00,30-DECEMBER-2013,07:00,11.0,POOR,4.0,853.0
2013-12-30 16:00:00,30-DECEMBER-2013,16:00,25.0,POOR,5.0,1406.0
2013-12-31 07:00:00,31-DECEMBER-2013,07:00,11.0,POOR,5.0,849.0
2013-12-31 16:00:00,31-DECEMBER-2013,16:00,24.0,POOR,8.0,1136.0
2014-01-01 07:00:00,01-JANUARY-2014,07:00,10.0,POOR,2.0,837.0
2014-01-01 16:00:00,01-JANUARY-2014,16:00,12.0,POOR,3.0,969.0
2014-01-02 07:00:00,02-JANUARY-2014,07:00,14.0,POOR,7.0,919.0
2014-01-02 16:00:00,02-JANUARY-2014,16:00,19.0,POOR,9.0,984.0
2014-01-03 07:00:00,03-January-2014,07:00,15.0,POOR,12.0,874.0
2014-01-03 16:00:00,03-January-2014,16:00,43.0,FAIR,14.0,1293.0
2014-01-04 07:00:00,04-JANUARY-2014,07:00,12.0,POOR,17.0,815.0
2014-01-04 16:00:00,04-JANUARY-2014,16:00,88.0,GOOD,22.0,1899.0
2014-01-05 07:00:00,05-JANUARY-2014,07:00,12.0,POOR,9.0,836.0
2014-01-05 16:00:00,05-JANUARY-2014,16:00,13.0,POOR,3.0,1019.0
2014-01-06 07:00:00,06-JANUARY-2014,07:00,10.0,POOR,3.0,846.0
2014-01-06 16:00:00,06-JANUARY-2014,16:00,12.0,POOR,4.0,936.0
2014-01-07 07:00:00,07-JANUARY-2014,07:00,12.0,POOR,5.0,886.0
2014-01-07 16:00:00,07-JANUARY-2014,16:00,13.0,POOR,4.0,946.0
2014-01-08 07:00:00,08-JANUARY-2014,07:00,12.0,POOR,5.0,908.0
2014-01-08 16:00:00,08-JANUARY-2014,16:00,20.0,POOR,9.0,1018.0
2014-01-09 07:00:00,09-JANUARY-2014,07:00,13.0,POOR,6.0,917.0
2014-01-09 16:00:00,09-JANUARY-2014,16:00,15.0,POOR,4.0,1057.0
2014-01-10 07:00:00,10-JANUARY-2014,07:00,12.0,POOR,5.0,899.0
2014-01-10 16:00:00,10-JANUARY-2014,16:00,12.0,POOR,3.0,953.0
2014-01-11 07:00:00,11-JANUARY-2014,07:00,26.0,POOR,14.0,1022.0
2014-01-11 16:00:00,11-JANUARY-2014,16:00,39.0,FAIR,12.0,1296.0
2014-01-12 07:00:00,12-JANUARY-2014,07:00,57.0,GOOD,26.0,1214.0
2014-01-12 16:00:00,12-JANUARY-2014,16:00,22.0,POOR,6.0,1187.0
2014-01-13 07:00:00,13-JANUARY-2014,07:00,45.0,FAIR,22.0,1141.0
2014-01-13 16:00:00,13-JANUARY-2014,16:00,14.0,POOR,27.0,822.0
2014-01-14 07:00:00,14-JANUARY-2014,07:00,10.0,POOR,4.0,834.0
2014-01-14 16:00:00,14-JANUARY-2014,16:00,30.0,POOR,20.0,988.0
2014-01-15 07:00:00,15-JANUARY-2014,07:00,10.0,POOR,1.0,915.0
2014-01-15 16:00:00,15-JANUARY-2014,16:00,49.0,FAIR,16.0,1329.0
2014-01-16 07:00:00,16-JANUARY-2014,07:00,10.0,POOR,8.0,817.0
2014-01-16 16:00:00,16-JANUARY-2014,16:00,12.0,POOR,4.0,937.0
2014-01-17 07:00:00,17-JANUARY-2014,07:00,10.0,POOR,4.0,829.0
2014-01-17 16:00:00,17-JANUARY-2014,16:00,13.0,POOR,5.0,940.0
2014-01-18 07:00:00,18-JANUARY-2014,07:00,10.0,POOR,3.0,816.0
2014-01-18 16:00:00,18-JANUARY-2014,16:00,16.0,POOR,9.0,923.0
2014-01-19 07:00:00,19-January-2014,07:00,10.0,POOR,3.0,818.0
2014-01-19 16:00:00,19-January-2014,16:00,15.0,POOR,7.0,951.0
2014-01-20 07:00:00,20-JANUARY-2014,07:00,10.0,POOR,5.0,810.0
2014-01-20 16:00:00,20-JANUARY-2014,16:00,10.0,POOR,1.0,925.0
2014-01-21 07:00:00,21-JANUARY-2014,07:00,9.0,POOR,1.0,827.0
2014-01-21 16:00:00,21-JANUARY-2014,16:00,11.0,POOR,2.0,936.0
2014-01-22 07:00:00,22-JANUARY-2014,07:00,11.0,POOR,3.0,896.0
2014-01-22 16:00:00,22-JANUARY-2014,16:00,15.0,POOR,6.0,980.0
2014-01-23 07:00:00,23-JANUARY-2014,07:00,13.0,POOR,6.0,895.0
2014-01-23 16:00:00,23-JANUARY-2014,16:00,16.0,POOR,4.0,1098.0
2014-01-24 07:00:00,24-JANUARY-2014,07:00,12.0,POOR,5.0,883.0
2014-01-24 16:00:00,24-JANUARY-2014,16:00,11.0,POOR,3.0,931.0
2014-01-25 07:00:00,25-JANUARY-2014,07:00,9.0,POOR,1.0,850.0
2014-01-25 16:00:00,25-JANUARY-2014,16:00,12.0,POOR,3.0,949.0
2014-01-26 07:00:00,26-JANUARY-2014,07:00,11.0,POOR,6.0,835.0
2014-01-26 16:00:00,26-JANUARY-2014,16:00,15.0,POOR,4.0,1070.0
2014-01-27 07:00:00,27-JANUARY-2014,07:00,10.0,POOR,3.0,866.0
2014-01-27 16:00:00,27-JANUARY-2014,16:00,12.0,POOR,2.0,1047.0
2014-01-28 07:00:00,28-JANUARY-2014,07:00,12.0,POOR,4.0,898.0
2014-01-28 16:00:00,28-JANUARY-2014,16:00,12.0,POOR,2.0,1060.0
2014-01-29 07:00:00,29-JANUARY-2014,07:00,10.0,POOR,1.0,920.0
2014-01-29 16:00:00,29-JANUARY-2014,16:00,15.0,POOR,3.0,1178.0
2014-01-30 07:00:00,30-JANUARY-2014,07:00,21.0,POOR,5.0,1223.0
2014-01-30 16:00:00,30-JANUARY-2014,16:00,12.0,POOR,1.0,1332.0
2014-01-31 07:00:00,31-JANUARY-2014,07:00,12.0,POOR,7.0,874.0
2014-01-31 16:00:00,31-JANUARY-2014,16:00,20.0,POOR,6.0,1141.0
2014-02-01 07:00:00,01-FEBRUARY-2014,07:00,10.0,POOR,2.0,843.0
2014-02-01 16:00:00,01-FEBRUARY-2014,16:00,9.0,POOR,0.0,1158.0
2014-02-02 07:00:00,02-FEBRUARY-2014,07:00,10.0,POOR,2.0,881.0
2014-02-02 16:00:00,02-FEBRUARY-2014,16:00,12.0,POOR,1.0,1292.0
2014-02-03 07:00:00,03-FEBRUARY-2014,07:00,11.0,POOR,3.0,899.0
2014-02-03 16:00:00,03-FEBRUARY-2014,16:00,31.0,POOR,4.0,1864.0
2014-02-04 07:00:00,04-FEBRUARY-2014,07:00,14.0,POOR,4.0,1033.0
2014-02-04 16:00:00,04-FEBRUARY-2014,16:00,28.0,POOR,4.0,1735.0
2014-02-05 07:00:00,05-FEBRUARY-2014,07:00,11.0,POOR,3.0,900.0
2014-02-05 16:00:00,05-FEBRUARY-2014,16:00,13.0,POOR,2.0,1167.0
2014-02-06 07:00:00,06-February-2014,07:00,10.0,POOR,2.0,858.0
2014-02-06 16:00:00,06-February-2014,16:00,17.0,POOR,6.0,1026.0
2014-02-07 07:00:00,07-FEBRUARY-2014,07:00,10.0,POOR,2.0,834.0
2014-02-07 16:00:00,07-FEBRUARY-2014,16:00,10.0,POOR,1.0,960.0
2014-02-08 07:00:00,08-FEBRUARY-2014,07:00,10.0,POOR,3.0,862.0
2014-02-08 16:00:00,08-FEBRUARY-2014,16:00,15.0,POOR,4.0,1076.0
2014-02-09 07:00:00,09-FEBRUARY-2014,07:00,10.0,POOR,4.0,847.0
2014-02-09 16:00:00,09-FEBRUARY-2014,16:00,9.0,POOR,0.0,971.0
2014-02-10 07:00:00,10-FEBRUARY-2014,07:00,10.0,POOR,5.0,836.0
2014-02-10 16:00:00,10-FEBRUARY-2014,16:00,21.0,POOR,8.0,1066.0
2014-02-11 07:00:00,11-FEBRUARY-2014,07:00,18.0,POOR,10.0,946.0
2014-02-11 16:00:00,11-FEBRUARY-2014,16:00,34.0,FAIR,4.0,2036.0
2014-02-12 07:00:00,12-FEBRUARY-2014,07:00,27.0,POOR,15.0,1016.0
2014-02-12 16:00:00,12-FEBRUARY-2014,16:00,11.0,POOR,2.0,941.0
2014-02-13 07:00:00,13-FEBRUARY-2014,07:00,12.0,POOR,7.0,868.0
2014-02-13 16:00:00,13-FEBRUARY-2014,16:00,37.0,FAIR,19.0,1085.0
2014-02-14 07:00:00,14-FEBRUARY-2014,07:00,14.0,POOR,13.0,858.0
2014-02-14 16:00:00,14-FEBRUARY-2014,16:00,13.0,POOR,3.0,1049.0
2014-02-15 07:00:00,15-FEBRUARY-2014,07:00,11.0,POOR,6.0,848.0
2014-02-15 16:00:00,15-FEBRUARY-2014,16:00,35.0,FAIR,9.0,1381.0
2014-02-16 07:00:00,16-FEBRUARY-2014,07:00,14.0,POOR,5.0,954.0
2014-02-16 16:00:00,16-FEBRUARY-2014,16:00,91.0,GOOD,18.0,2231.0
2014-02-17 07:00:00,17-FEBRUARY-2014,07:00,15.0,POOR,7.0,940.0
2014-02-17 16:00:00,17-FEBRUARY-2014,16:00,81.0,GOOD,11.0,2643.0
2014-02-18 07:00:00,18-FEBRUARY-2014,07:00,13.0,POOR,6.0,902.0
2014-02-18 16:00:00,18-FEBRUARY-2014,16:00,70.0,GOOD,13.0,2003.0
2014-02-19 07:00:00,19-FEBRUARY-2014,07:00,17.0,POOR,14.0,897.0
2014-02-19 16:00:00,19-FEBRUARY-2014,16:00,92.0,GOOD,15.0,2585.0
2014-02-20 07:00:00,20-FEBRUARY-2014,07:00,13.0,POOR,7.0,895.0
2014-02-20 16:00:00,20-FEBRUARY-2014,16:00,52.0,FAIR,11.0,1670.0
2014-02-21 07:00:00,21-FEBRUARY-2014,07:00,14.0,POOR,4.0,1021.0
2014-02-21 16:00:00,21-FEBRUARY-2014,16:00,96.0,GOOD,13.0,3022.0
2014-02-22 07:00:00,22-FEBRUARY-2014,07:00,26.0,POOR,2.0,2420.0
2014-02-22 16:00:00,22-FEBRUARY-2014,16:00,53.0,FAIR,4.0,3302.0
2014-02-23 07:00:00,23-FEBRUARY-2014,07:00,20.0,POOR,4.0,1281.0
2014-02-23 16:00:00,23-FEBRUARY-2014,16:00,29.0,POOR,2.0,2755.0
2014-02-24 07:00:00,24-FEBRUARY-2014,07:00,10.0,POOR,1.0,949.0
2014-02-24 16:00:00,24-FEBRUARY-2014,16:00,21.0,POOR,5.0,1248.0
2014-02-25 07:00:00,25-FEBRUARY-2014,07:00,11.0,POOR,3.0,898.0
2014-02-25 07:00:00,25-FEBRUARY-2014,07:00,11.0,POOR,3.0,898.0
2014-02-25 16:00:00,25-FEBRUARY-2014,16:00,13.0,POOR,2.0,1103.0
2014-02-25 16:00:00,25-FEBRUARY-2014,16:00,13.0,POOR,2.0,1103.0
2014-02-27 07:00:00,27-FEBRUARY-2014,07:00,9.0,POOR,1.0,872.0
2014-02-27 16:00:00,27-FEBRUARY-2014,16:00,17.0,POOR,5.0,1066.0
2014-02-28 07:00:00,28-FEBRUARY-2014,07:00,23.0,POOR,7.0,1162.0
2014-02-28 16:00:00,28-FEBRUARY-2014,16:00,33.0,POOR,6.0,1582.0
2014-03-01 07:00:00,01-MARCH-2014,07:00,22.0,POOR,6.0,1181.0
2014-03-01 16:00:00,01-MARCH-2014,16:00,41.0,FAIR,7.0,1736.0
2014-03-02 07:00:00,02-MARCH-2014,07:00,32.0,POOR,9.0,1285.0
2014-03-02 16:00:00,02-MARCH-2014,16:00,29.0,POOR,8.0,1272.0
2014-03-03 07:00:00,03-MARCH-2014,07:00,23.0,POOR,8.0,1119.0
2014-03-03 16:00:00,03-MARCH-2014,16:00,24.0,POOR,8.0,1153.0
2014-03-04 07:00:00,04-MARCH-2014,07:00,18.0,POOR,9.0,965.0
2014-03-04 16:00:00,04-MARCH-2014,16:00,20.0,POOR,4.0,1292.0
2014-03-05 07:00:00,05-MARCH-2014,07:00,15.0,POOR,6.0,967.0
2014-03-05 16:00:00,05-MARCH-2014,16:00,16.0,POOR,5.0,1054.0
2014-03-06 07:00:00,06-MARCH-2014,07:00,16.0,POOR,6.0,1004.0
2014-03-06 16:00:00,06-MARCH-2014,16:00,12.0,POOR,1.0,1286.0
2014-03-07 07:00:00,07-MARCH-2014,07:00,12.0,POOR,2.0,1049.0
2014-03-07 16:00:00,07-MARCH-2014,16:00,46.0,FAIR,6.0,2134.0
2014-03-08 07:00:00,08-MARCH-2014,07:00,15.0,POOR,8.0,918.0
2014-03-08 16:00:00,08-MARCH-2014,16:00,18.0,POOR,4.0,1180.0
2014-03-09 07:00:00,09-MARCH-2014,07:00,17.0,POOR,8.0,978.0
2014-03-09 16:00:00,09-MARCH-2014,16:00,88.0,GOOD,19.0,2071.0
2014-03-10 07:00:00,10-MARCH-2014,07:00,11.0,POOR,2.0,940.0
2014-03-10 07:00:00,10-MARCH-2014,07:00,11.0,POOR,2.0,940.0
2014-03-10 16:00:00,10-MARCH-2014,16:00,80.0,GOOD,10.0,2798.0
2014-03-10 16:00:00,10-MARCH-2014,16:00,80.0,GOOD,10.0,2798.0
2014-03-12 07:00:00,12-MARCH-2014,07:00,11.0,POOR,4.0,882.0
2014-03-12 16:00:00,12-MARCH-2014,16:00,53.0,FAIR,10.0,1785.0
2014-03-13 07:00:00,13-MARCH-2014,07:00,15.0,POOR,9.0,899.0
2014-03-13 16:00:00,13-MARCH-2014,16:00,30.0,POOR,4.0,1832.0
2014-03-14 07:00:00,14-MARCH-2014,07:00,13.0,POOR,5.0,925.0
2014-03-14 16:00:00,14-MARCH-2014,16:00,69.0,GOOD,13.0,1973.0
2014-03-15 07:00:00,15-MARCH-2014,07:00,11.0,POOR,4.0,873.0
2014-03-15 16:00:00,15-MARCH-2014,16:00,53.0,FAIR,12.0,1604.0
2014-03-16 07:00:00,16-MARCH-2014,07:00,15.0,POOR,5.0,1019.0
2014-03-16 16:00:00,16-MARCH-2014,16:00,80.0,GOOD,16.0,2061.0
2014-03-17 07:00:00,17-MARCH-2014,07:00,21.0,POOR,8.0,1061.0
2014-03-17 16:00:00,17-MARCH-2014,16:00,82.0,GOOD,12.0,2531.0
2014-03-18 07:00:00,18-MARCH-2014,07:00,14.0,POOR,5.0,952.0
2014-03-18 16:00:00,18-MARCH-2014,16:00,53.0,FAIR,7.0,2202.0
2014-03-19 07:00:00,19-MARCH-2014,07:00,16.0,POOR,8.0,938.0
2014-03-19 16:00:00,19-MARCH-2014,16:00,28.0,POOR,3.0,2038.0
2014-03-20 07:00:00,20-MARCH-2014,07:00,12.0,POOR,4.0,907.0
2014-03-20 16:00:00,20-MARCH-2014,16:00,53.0,FAIR,7.0,2212.0
2014-03-21 07:00:00,21-MARCH-2014,07:00,29.0,POOR,5.0,1566.0
2014-03-21 16:00:00,21-MARCH-2014,16:00,52.0,FAIR,4.0,3207.0
2014-03-22 07:00:00,22-MARCH-2014,07:00,15.0,POOR,6.0,966.0
2014-03-22 16:00:00,22-MARCH-2014,16:00,56.0,GOOD,8.0,2125.0
2014-03-23 07:00:00,23-MARCH-2014,07:00,21.0,POOR,4.0,1370.0
2014-03-23 16:00:00,23-MARCH-2014,16:00,64.0,GOOD,8.0,2493.0
2014-03-24 07:00:00,24-MARCH-2014,07:00,10.0,POOR,2.0,900.0
2014-03-24 16:00:00,24-MARCH-2014,16:00,50.0,FAIR,5.0,2598.0
2014-03-25 07:00:00,25-MARCH-2014,07:00,18.0,POOR,10.0,952.0
2014-03-25 16:00:00,25-MARCH-2014,16:00,20.0,POOR,4.0,1323.0
2014-03-26 07:00:00,26-MARCH-2014,07:00,13.0,POOR,4.0,983.0
2014-03-26 16:00:00,26-MARCH-2014,16:00,64.0,GOOD,7.0,2705.0
2014-03-27 07:00:00,27-MARCH-2014,07:00,10.0,POOR,1.0,1021.0
2014-03-27 16:00:00,27-MARCH-2014,16:00,55.0,GOOD,6.0,2548.0
2014-03-28 07:00:00,28-March-2014,07:00,14.0,POOR,3.0,1106.0
2014-03-28 16:00:00,28-March-2014,16:00,70.0,GOOD,10.0,2345.0
2014-03-29 07:00:00,29-March-2014,07:00,14.0,POOR,3.0,1106.0
2014-03-29 16:00:00,29-March-2014,16:00,70.0,GOOD,10.0,2345.0
2014-03-30 07:00:00,30-March-2014,07:00,14.0,POOR,3.0,1106.0
2014-03-30 16:00:00,30-March-2014,16:00,70.0,GOOD,10.0,2345.0
2014-03-31 07:00:00,31-MARCH-2014,07:00,12.0,POOR,2.0,1081.0
2014-03-31 16:00:00,31-MARCH-2014,16:00,41.0,FAIR,4.0,2492.0
2014-04-01 07:00:00,01-APRIL-2014,07:00,11.0,POOR,3.0,920.0
2014-04-01 16:00:00,01-APRIL-2014,16:00,36.0,FAIR,3.0,2629.0
2014-04-02 07:00:00,02-APRIL-2014,07:00,9.0,POOR,1.0,839.0
2014-04-02 16:00:00,02-APRIL-2014,16:00,73.0,GOOD,9.0,2668.0
2014-04-03 07:00:00,03-APRIL-2014,07:00,15.0,POOR,6.0,957.0
2014-04-03 16:00:00,03-APRIL-2014,16:00,61.0,GOOD,7.0,2556.0
2014-04-04 07:00:00,04-APRIL-2014,07:00,16.0,POOR,5.0,1026.0
2014-04-04 16:00:00,04-APRIL-2014,16:00,62.0,GOOD,7.0,2634.0
2014-04-05 07:00:00,05-APRIL-2014,07:00,14.0,POOR,5.0,970.0
2014-04-05 16:00:00,05-APRIL-2014,16:00,68.0,GOOD,9.0,2455.0
2014-04-06 07:00:00,06-April-2014,07:00,13.0,POOR,3.0,1009.0
2014-04-06 16:00:00,06-April-2014,16:00,85.0,GOOD,13.0,2538.0
2014-04-07 07:00:00,07-APRIL-2014,07:00,13.0,POOR,5.0,928.0
2014-04-07 16:00:00,07-APRIL-2014,16:00,41.0,FAIR,4.0,2450.0
2014-04-08 07:00:00,08-APRIL-2014,07:00,13.0,POOR,7.0,889.0
2014-04-08 16:00:00,08-APRIL-2014,16:00,60.0,GOOD,7.0,2508.0
2014-04-09 07:00:00,09-APRIL-2014,07:00,17.0,POOR,16.0,875.0
2014-04-09 16:00:00,09-APRIL-2014,16:00,87.0,GOOD,13.0,2612.0
2014-04-10 07:00:00,10-APRIL-2014,07:00,13.0,POOR,5.0,934.0
2014-04-10 16:00:00,10-APRIL-2014,16:00,75.0,GOOD,14.0,2076.0
2014-04-11 07:00:00,11-APRIL-2014,07:00,13.0,POOR,3.0,1053.0
2014-04-11 16:00:00,11-APRIL-2014,16:00,91.0,GOOD,14.0,2668.0
2014-04-12 07:00:00,12-APRIL-2014,07:00,11.0,POOR,2.0,942.0
2014-04-12 16:00:00,12-APRIL-2014,16:00,73.0,GOOD,9.0,2683.0
2014-04-13 07:00:00,13-APRIL-2014,07:00,10.0,POOR,2.0,898.0
2014-04-13 16:00:00,13-APRIL-2014,16:00,64.0,GOOD,7.0,2727.0
2014-04-14 07:00:00,14-APRIL-2014,07:00,10.0,POOR,1.0,888.0
2014-04-14 16:00:00,14-APRIL-2014,16:00,55.0,GOOD,7.0,2273.0
2014-04-15 07:00:00,15-APRIL-2014,07:00,11.0,POOR,7.0,832.0
2014-04-15 16:00:00,15-APRIL-2014,16:00,94.0,GOOD,14.0,2783.0
2014-04-16 07:00:00,16-APRIL-2014,07:00,11.0,POOR,2.0,939.0
2014-04-16 16:00:00,16-APRIL-2014,16:00,90.0,GOOD,15.0,2488.0
2014-04-17 07:00:00,17-APRIL-2014,07:00,17.0,POOR,4.0,1172.0
2014-04-17 16:00:00,17-APRIL-2014,16:00,41.0,FAIR,5.0,2124.0
2014-04-18 07:00:00,18-APRIL-2014,07:00,18.0,POOR,7.0,1022.0
2014-04-18 16:00:00,18-APRIL-2014,16:00,97.0,GOOD,15.0,2785.0
2014-04-19 07:00:00,19-APRIL-2014,07:00,16.0,POOR,7.0,971.0
2014-04-19 16:00:00,19-APRIL-2014,16:00,59.0,GOOD,8.0,2268.0
2014-04-20 07:00:00,20-April-2014,07:00,16.0,POOR,6.0,1012.0
2014-04-20 16:00:00,20-April-2014,16:00,61.0,GOOD,7.0,2552.0
2014-04-22 07:00:00,22-APRIL-2014,07:00,11.0,POOR,4.0,886.0
2014-04-22 16:00:00,22-APRIL-2014,16:00,46.0,FAIR,8.0,1771.0
2014-04-23 07:00:00,23-APRIL-2014,07:00,16.0,POOR,5.0,1050.0
2014-04-23 16:00:00,23-APRIL-2014,16:00,84.0,GOOD,12.0,2648.0
2014-04-24 07:00:00,24-APRIL-2014,07:00,16.0,POOR,10.0,909.0
2014-04-24 16:00:00,24-APRIL-2014,16:00,40.0,FAIR,4.0,2384.0
2014-04-25 07:00:00,25-APRIL-2014,07:00,20.0,POOR,4.0,1287.0
2014-04-25 16:00:00,25-APRIL-2014,16:00,38.0,FAIR,3.0,2799.0
2014-04-26 07:00:00,26-APRIL-2014,07:00,14.0,POOR,3.0,1082.0
2014-04-26 16:00:00,26-APRIL-2014,16:00,51.0,FAIR,6.0,2331.0
2014-04-27 07:00:00,27-APRIL-2014,07:00,22.0,POOR,9.0,1067.0
2014-04-27 16:00:00,27-APRIL-2014,16:00,87.0,GOOD,12.0,2754.0
2014-04-28 07:00:00,28-APRIL-2014,07:00,12.0,POOR,3.0,985.0
2014-04-28 16:00:00,28-APRIL-2014,16:00,76.0,GOOD,9.0,2827.0
2014-04-29 07:00:00,29-APRIL-2014,07:00,12.0,POOR,6.0,872.0
2014-04-29 16:00:00,29-APRIL-2014,16:00,48.0,FAIR,5.0,2494.0
2014-04-30 07:00:00,30-APRIL-2014,07:00,9.0,POOR,1.0,862.0
2014-04-30 16:00:00,30-APRIL-2014,16:00,38.0,FAIR,5.0,1976.0
2014-05-01 07:00:00,01-May-2014,07:00,12.0,POOR,6.0,863.0
2014-05-01 16:00:00,01-May-2014,16:00,75.0,GOOD,11.0,2427.0
2014-05-05 07:00:00,05-MAY-2014,07:00,9.0,POOR,0.0,1155.0
2014-05-05 07:00:00,05-MAY-2014,07:00,9.0,POOR,0.0,1155.0
2014-05-05 16:00:00,05-MAY-2014,16:00,77.0,GOOD,10.0,2669.0
2014-05-05 16:00:00,05-MAY-2014,16:00,77.0,GOOD,10.0,2669.0
2014-05-07 07:00:00,07-MAY-2014,07:00,16.0,POOR,6.0,1011.0
2014-05-07 16:00:00,07-MAY-2014,16:00,68.0,GOOD,7.0,2948.0
2014-05-08 07:00:00,08-MAY-2014,07:00,13.0,POOR,5.0,936.0
2014-05-08 16:00:00,08-MAY-2014,16:00,70.0,GOOD,7.0,3013.0
2014-05-09 07:00:00,09-MAY-2014,07:00,11.0,POOR,4.0,868.0
2014-05-09 16:00:00,09-MAY-2014,16:00,40.0,FAIR,6.0,1858.0
2014-05-10 07:00:00,10-MAY-2014,07:00,12.0,POOR,2.0,1057.0
2014-05-10 16:00:00,10-MAY-2014,16:00,96.0,GOOD,14.0,2860.0
2014-05-11 07:00:00,11-MAY-2014,07:00,10.0,POOR,1.0,909.0
2014-05-11 16:00:00,11-MAY-2014,16:00,81.0,GOOD,8.0,3353.0
2014-05-12 07:00:00,12-MAY-2014,07:00,11.0,POOR,4.0,874.0
2014-05-12 16:00:00,12-MAY-2014,16:00,65.0,GOOD,5.0,3542.0
2014-05-13 07:00:00,13-MAY-2014,07:00,9.0,POOR,1.0,867.0
2014-05-13 16:00:00,13-MAY-2014,16:00,65.0,GOOD,6.0,3117.0
2014-05-14 07:00:00,14-MAY-2014,07:00,11.0,POOR,3.0,883.0
2014-05-14 16:00:00,14-MAY-2014,16:00,60.0,GOOD,7.0,2504.0
2014-05-15 07:00:00,15-MAY-2014,07:00,17.0,POOR,14.0,889.0
2014-05-15 16:00:00,15-MAY-2014,16:00,65.0,GOOD,7.0,2765.0
2014-05-16 07:00:00,16-MAY-2014,07:00,11.0,POOR,2.0,983.0
2014-05-16 16:00:00,16-MAY-2014,16:00,91.0,GOOD,14.0,2642.0
2014-05-18 07:00:00,18-MAY-2014,07:00,14.0,POOR,4.0,1013.0
2014-05-18 16:00:00,18-MAY-2014,16:00,75.0,GOOD,10.0,2585.0
2014-05-19 07:00:00,19-MAY-2014,07:00,19.0,POOR,6.0,1080.0
2014-05-19 16:00:00,19-MAY-2014,16:00,23.0,POOR,4.0,1430.0
2014-05-20 07:00:00,20-MAY-2014,07:00,10.0,POOR,1.0,1025.0
2014-05-20 16:00:00,20-MAY-2014,16:00,51.0,FAIR,5.0,2669.0
2014-05-21 07:00:00,21-MAY-2014,07:00,12.0,POOR,7.0,850.0
2014-05-21 16:00:00,21-MAY-2014,16:00,66.0,GOOD,7.0,2818.0
2014-05-22 07:00:00,22-MAY-2014,07:00,11.0,POOR,4.0,890.0
2014-05-22 16:00:00,22-MAY-2014,16:00,76.0,GOOD,9.0,2803.0
2014-05-23 07:00:00,23-MAY-2014,07:00,13.0,POOR,10.0,855.0
2014-05-23 16:00:00,23-MAY-2014,16:00,96.0,GOOD,15.0,2726.0
2014-05-24 07:00:00,24-MAY-2014,07:00,12.0,POOR,3.0,995.0
2014-05-24 16:00:00,24-MAY-2014,16:00,62.0,GOOD,6.0,2943.0
2014-05-25 07:00:00,25-MAY-2014,07:00,11.0,POOR,4.0,896.0
2014-05-25 16:00:00,25-MAY-2014,16:00,39.0,FAIR,3.0,2892.0
2014-05-26 07:00:00,26-MAY-2014,07:00,16.0,POOR,3.0,1217.0
2014-05-26 16:00:00,26-MAY-2014,16:00,84.0,GOOD,15.0,2255.0
2014-05-27 07:00:00,27-MAY-2014,07:00,15.0,POOR,3.0,1133.0
2014-05-27 16:00:00,27-MAY-2014,16:00,99.0,GOOD,20.0,3124.0
2014-05-28 07:00:00,28-MAY-2014,07:00,13.0,POOR,7.0,900.0
2014-05-28 16:00:00,28-MAY-2014,16:00,46.0,FAIR,10.0,1585.0
2014-05-29 07:00:00,29-MAY-2014,07:00,22.0,POOR,5.0,1259.0
2014-05-29 16:00:00,29-MAY-2014,16:00,63.0,GOOD,9.0,2228.0
2014-05-30 07:00:00,30-MAY-2014,07:00,20.0,POOR,4.0,1287.0
2014-05-30 16:00:00,30-MAY-2014,16:00,69.0,GOOD,9.0,2475.0
2014-05-31 07:00:00,31-MAY-2014,07:00,16.0,POOR,7.0,965.0
2014-05-31 16:00:00,31-MAY-2014,16:00,66.0,GOOD,5.0,3620.0
2014-06-01 07:00:00,01-June-2014,07:00,12.0,POOR,7.0,870.0
2014-06-01 16:00:00,01-June-2014,16:00,63.0,GOOD,5.0,3422.0
2014-06-02 07:00:00,02-JUNE-2014,07:00,15.0,POOR,5.0,995.0
2014-06-02 16:00:00,02-JUNE-2014,16:00,62.0,GOOD,5.0,3314.0
2014-06-03 07:00:00,03-JUNE-2014,07:00,11.0,POOR,3.0,881.0
2014-06-03 16:00:00,03-JUNE-2014,16:00,60.0,GOOD,12.0,1785.0
2014-06-04 07:00:00,04-JUNE-2014,07:00,11.0,POOR,3.0,931.0
2014-06-04 16:00:00,04-JUNE-2014,16:00,73.0,GOOD,14.0,1985.0
2014-06-05 07:00:00,05-JUNE-2014,07:00,21.0,POOR,7.0,1114.0
2014-06-05 16:00:00,05-JUNE-2014,16:00,48.0,FAIR,6.0,2185.0
2014-06-06 07:00:00,06-JUNE-2014,07:00,16.0,POOR,5.0,1055.0
2014-06-06 16:00:00,06-JUNE-2014,16:00,73.0,GOOD,6.0,3591.0
2014-06-07 07:00:00,07-JUNE-2014,07:00,10.0,POOR,2.0,875.0
2014-06-07 16:00:00,07-JUNE-2014,16:00,80.0,GOOD,7.0,3654.0
2014-06-08 07:00:00,08-JUNE-2014,07:00,11.0,POOR,2.0,949.0
2014-06-08 16:00:00,08-JUNE-2014,16:00,98.0,GOOD,12.0,3335.0
2014-06-09 07:00:00,09-JUNE-2014,07:00,24.0,POOR,10.0,1068.0
2014-06-09 16:00:00,09-JUNE-2014,16:00,99.0,GOOD,16.0,2865.0
